A,TOTAL,KM2,AL035	: 	: 	: 	: 	3737 e	3737 e	3737 e	3737 e	3737 e	3737 e
A,TOTAL,KM2,NO	323380 	323381 	323381 	323381 	384486 	384486 	384486 	384482 	384482 	384482 
A,TOTAL,KM2,NO0	323380 	323381 	323381 	323381 	384486 	384486 	384486 	384482 	384482 	384482 
A,TOTAL,KM2,NO01	5371 	5371 	5371 	5371 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO011	454 	454 	454 	454 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO012	4917 	4917 	4917 	4917 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO02	52590 	52590 	52590 	52590 	52072 	52072 	52072 	52072 	52072 	52072 
A,TOTAL,KM2,NO020	: m	: m	: m	: m	52072 	52072 	52072 	52072 	52072 	52072 
A,TOTAL,KM2,NO021	27398 	27398 	27398 	27398 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO022	25192 	25192 	25192 	25192 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO03	36598 	36598 	36598 	36598 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO031	4176 	4176 	4176 	4176 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO032	14911 	14911 	14911 	14911 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO033	2218 	2218 	2218 	2218 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO034	15293 	15293 	15293 	15293 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO04	25777 	25776 	25776 	25776 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO041	9147 	9147 	9147 	9147 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO042	7266 	7266 	7266 	7266 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO043	9363 	9363 	9363 	9363 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO05	49080 	49081 	49081 	49081 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO051	15404 	15404 	15404 	15404 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO052	18599 	18599 	18599 	18599 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO053	15078 	15078 	15078 	15078 	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO06	41183 	41183 	41183 	41183 	42202 	42202 	42202 	42202 	42202 	42202 
A,TOTAL,KM2,NO060	: m	41183 	41183 	41183 	42202 	42202 	42202 	42202 	42202 	42202 
A,TOTAL,KM2,NO061	18808 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO062	22375 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,NO07	112782 	112782 	112782 	112782 	112985 	112985 	112985 	112981 	112981 	112981 
A,TOTAL,KM2,NO071	38315 	38315 	38315 	38315 	38155 	38155 	38155 	38155 	38155 	38155 
A,TOTAL,KM2,NO072	25858 	25858 	25858 	25858 	: m	: m	: m	26189 	26189 	26189 
A,TOTAL,KM2,NO073	48609 	48609 	48609 	48609 	: m	: m	: m	48637 	48637 	48637 
A,TOTAL,KM2,NO074	: m	: m	: m	: m	74830 	74830 	74830 	: m	: m	: m
A,TOTAL,KM2,NO08	: m	: m	: m	: m	25047 	25047 	25047 	: 	: 	: 
A,TOTAL,KM2,NO081	: m	: m	: m	: m	454 	454 	454 	: 	: 	: 
A,TOTAL,KM2,NO082	: m	: m	: m	: m	24593 	24593 	24593 	: m	: m	: m
A,TOTAL,KM2,NO09	: m	: m	: m	: m	33900 	33900 	33900 	: 	: 	: 
A,TOTAL,KM2,NO091	: m	: m	: m	: m	17466 	17466 	17466 	: m	: m	: m
A,TOTAL,KM2,NO092	: m	: m	: m	: m	16434 	16434 	16434 	: 	: 	: 
A,TOTAL,KM2,NO0A	: m	: m	: m	: m	57604 	57604 	57604 	57604 	57604 	57604 
A,TOTAL,KM2,NO0A1	: m	: m	: m	: m	9377 	9377 	9377 	9377 	9377 	9377 
A,TOTAL,KM2,NO0A2	: m	: m	: m	: m	33871 	33871 	33871 	33871 	33871 	33871 
A,TOTAL,KM2,NO0A3	: m	: m	: m	: m	14356 	14356 	14356 	14356 	14356 	14356 
A,TOTAL,KM2,NO0B	: m	: m	: m	: m	60676 	60676 	60676 	60676 	60676 	60676 
A,TOTAL,KM2,NO0B1	: m	: m	: m	: m	377 	377 	377 	377 	377 	377 
A,TOTAL,KM2,NO0B2	: m	: m	: m	: m	60299 	60299 	60299 	60299 	60299 	60299 
A,TOTAL,KM2,PL	311928 	311928 	311928 	311928 	311928 	311928 	311928 	311928 	311928 	311928 
A,TOTAL,KM2,PL1	53778 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL11	18219 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL113	293 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL114	2206 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL115	5971 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL116	5667 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL117	4082 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12	35559 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL127	517 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL128	5763 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL129	5104 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12A	4304 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12B	5255 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12C	3352 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12D	6505 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL12E	4759 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL2	27518 	27516 	27516 	27516 	27516 	27516 	27516 	27516 	27516 	27516 
A,TOTAL,KM2,PL21	15184 	15183 	15183 	15183 	15183 	15183 	15183 	15183 	15183 	15183 
A,TOTAL,KM2,PL213	327 	327 	327 	327 	327 	327 	327 	327 	327 	327 
A,TOTAL,KM2,PL214	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 
A,TOTAL,KM2,PL217	2605 	2605 	2605 	2605 	2605 	2605 	2605 	2605 	2605 	2605 
A,TOTAL,KM2,PL218	3525 	3525 	3525 	3525 	3525 	3525 	3525 	3525 	3525 	3525 
A,TOTAL,KM2,PL219	2632 	2632 	2632 	2632 	2632 	2632 	2632 	2632 	2632 	2632 
A,TOTAL,KM2,PL21A	2040 	2040 	2040 	2040 	2040 	2040 	2040 	2040 	2040 	2040 
A,TOTAL,KM2,PL22	12334 	12333 	12333 	12333 	12333 	12333 	12333 	12333 	12333 	12333 
A,TOTAL,KM2,PL224	3049 	3049 	3049 	3049 	3049 	3049 	3049 	3049 	3049 	3049 
A,TOTAL,KM2,PL225	2353 	2353 	2353 	2353 	2353 	2353 	2353 	2353 	2353 	2353 
A,TOTAL,KM2,PL227	1352 	1352 	1352 	1352 	1352 	1352 	1352 	1352 	1352 	1352 
A,TOTAL,KM2,PL228	1576 	1576 	1576 	1576 	1576 	1576 	1576 	1576 	1576 	1576 
A,TOTAL,KM2,PL229	879 	879 	879 	879 	879 	879 	879 	879 	879 	879 
A,TOTAL,KM2,PL22A	380 	380 	380 	380 	380 	380 	380 	380 	380 	380 
A,TOTAL,KM2,PL22B	1800 	1800 	1800 	1800 	1800 	1800 	1800 	1800 	1800 	1800 
A,TOTAL,KM2,PL22C	944 	944 	944 	944 	944 	944 	944 	944 	944 	944 
A,TOTAL,KM2,PL3	74864 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL31	25123 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL311	5977 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL312	9291 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL314	4221 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL315	5634 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL32	17846 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL323	5537 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL324	4293 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL325	3551 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL326	4465 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL33	11709 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL331	5031 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL332	6678 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL34	20187 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL343	5133 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL344	8817 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL345	6237 	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,TOTAL,KM2,PL4	66258 	66257 	66257 	66257 	66257 	66257 	66257 	66257 	66257 	66257 
A,TOTAL,KM2,PL41	29827 	29826 	29826 	29826 	29826 	29826 	29826 	29826 	29826 	29826 
A,TOTAL,KM2,PL411	6459 	6459 	6459 	6459 	6459 	6459 	6459 	6459 	6459 	6459 
A,TOTAL,KM2,PL414	6397 	6397 	6397 	6397 	6397 	6397 	6397 	6397 	6397 	6397 
A,TOTAL,KM2,PL415	262 	262 	262 	262 	262 	262 	262 	262 	262 	262 
A,TOTAL,KM2,PL416	5786 	5786 	5786 	5786 	5786 	5786 	5786 	5786 	5786 	5786 
A,TOTAL,KM2,PL417	5995 	5995 	5995 	5995 	5995 	5995 	5995 	5995 	5995 	5995 
A,TOTAL,KM2,PL418	4927 	4927 	4927 	4927 	4927 	4927 	4927 	4927 	4927 	4927 
A,TOTAL,KM2,PL42	22443 	22443 	22443 	22443 	22443 	22443 	22443 	22443 	22443 	22443 
A,TOTAL,KM2,PL424	301 	301 	301 	301 	301 	301 	301 	301 	301 	301 
A,TOTAL,KM2,PL426	4365 	4365 	4365 	4365 	4365 	4365 	4365 	4365 	4365 	4365 
A,TOTAL,KM2,PL427	10339 	10339 	10339 	10339 	10339 	10339 	10339 	10339 	10339 	10339 
A,TOTAL,KM2,PL428	7438 	7438 	7438 	7438 	7438 	7438 	7438 	7438 	7438 	7438 
A,TOTAL,KM2,PL43	13988 	13988 	13988 	13988 	13988 	13988 	13988 	13988 	13988 	13988 
A,TOTAL,KM2,PL431	6113 	6113 	6113 	6113 	6113 	6113 	6113 	6113 	6113 	6113 
A,TOTAL,KM2,PL432	7875 	7875 	7875 	7875 	7875 	7875 	7875 	7875 	7875 	7875 
A,TOTAL,KM2,PL5	29358 	29359 	29359 	29359 	29359 	29359 	29359 	29359 	29359 	29359 
A,TOTAL,KM2,PL51	19947 	19947 	19947 	19947 	19947 	19947 	19947 	19947 	19947 	19947 
A,TOTAL,KM2,PL514	293 	293 	293 	293 	293 	293 	293 	293 	293 	293 
A,TOTAL,KM2,PL515	5569 	5569 	5569 	5569 	5569 	5569 	5569 	5569 	5569 	5569 
A,TOTAL,KM2,PL516	3473 	3473 	3473 	3473 	3473 	3473 	3473 	3473 	3473 	3473 
A,TOTAL,KM2,PL517	4180 	4180 	4180 	4180 	4180 	4180 	4180 	4180 	4180 	4180 
A,TOTAL,KM2,PL518	6432 	6432 	6432 	6432 	6432 	6432 	6432 	6432 	6432 	6432 
A,TOTAL,KM2,PL52	9411 	9412 	9412 	9412 	9412 	9412 	9412 	9412 	9412 	9412 
A,TOTAL,KM2,PL523	4092 	4092 	4092 	4092 	4092 	4092 	4092 	4092 	4092 	4092 
A,TOTAL,KM2,PL524	5320 	5320 	5320 	5320 	5320 	5320 	5320 	5320 	5320 	5320 
A,TOTAL,KM2,PL6	60152 	60153 	60153 	60153 	60153 	60153 	60153 	60153 	60153 	60153 
A,TOTAL,KM2,PL61	17972 	17972 	17972 	17972 	17972 	17972 	17972 	17972 	17972 	17972 
A,TOTAL,KM2,PL613	2916 	2916 	2916 	2916 	2916 	2916 	2916 	2916 	2916 	2916 
A,TOTAL,KM2,PL616	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 	4054 
A,TOTAL,KM2,PL617	4006 	4006 	4006 	4006 	4006 	4006 	4006 	4006 	4006 	4006 
A,TOTAL,KM2,PL618	3340 	3340 	3340 	3340 	3340 	3340 	3340 	3340 	3340 	3340 
A,TOTAL,KM2,PL619	3656 	3656 	3656 	3656 	3656 	3656 	3656 	3656 	3656 	3656 
A,TOTAL,KM2,PL62	24011 	24011 	24011 	24011 	24011 	24011 	24011 	24011 	24011 	24011 
A,TOTAL,KM2,PL621	7334 	7334 	7334 	7334 	7334 	7334 	7334 	7334 	7334 	7334 
A,TOTAL,KM2,PL622	10330 	10330 	10330 	10330 	10330 	10330 	10330 	10330 	10330 	10330 
A,TOTAL,KM2,PL623	6347 	6347 	6347 	6347 	6347 	6347 	6347 	6347 	6347 	6347 
A,TOTAL,KM2,PL63	18170 	18170 	18170 	18170 	18170 	18170 	18170 	18170 	18170 	18170 
A,TOTAL,KM2,PL633	414 	414 	414 	414 	414 	414 	414 	414 	414 	414 
A,TOTAL,KM2,PL634	4303 	4303 	4303 	4303 	4303 	4303 	4303 	4303 	4303 	4303 
A,TOTAL,KM2,PL636	5246 	5246 	5246 	5246 	5246 	5246 	5246 	5246 	5246 	5246 
A,TOTAL,KM2,PL637	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 
A,TOTAL,KM2,PL638	4102 	4102 	4102 	4102 	4102 	4102 	4102 	4102 	4102 	4102 
A,TOTAL,KM2,PL7	: m	29928 	29928 	29928 	29928 	29928 	29928 	29928 	29928 	29928 
A,TOTAL,KM2,PL71	: m	18219 	18219 	18219 	18219 	18219 	18219 	18219 	18219 	18219 
A,TOTAL,KM2,PL711	: m	293 	293 	293 	293 	293 	293 	293 	293 	293 
A,TOTAL,KM2,PL712	: m	2206 	2206 	2206 	2206 	2206 	2206 	2206 	2206 	2206 
A,TOTAL,KM2,PL713	: m	5971 	5971 	5971 	5971 	5971 	5971 	5971 	5971 	5971 
A,TOTAL,KM2,PL714	: m	5667 	5667 	5667 	5667 	5667 	5667 	5667 	5667 	5667 
A,TOTAL,KM2,PL715	: m	4082 	4082 	4082 	4082 	4082 	4082 	4082 	4082 	4082 
A,TOTAL,KM2,PL72	: m	11709 	11709 	11709 	11709 	11709 	11709 	11709 	11709 	11709 
A,TOTAL,KM2,PL721	: m	5031 	5031 	5031 	5031 	5031 	5031 	5031 	5031 	5031 
A,TOTAL,KM2,PL722	: m	6678 	6678 	6678 	6678 	6678 	6678 	6678 	6678 	6678 
A,TOTAL,KM2,PL8	: m	63156 	63156 	63156 	63156 	63156 	63156 	63156 	63156 	63156 
A,TOTAL,KM2,PL81	: m	25123 	25123 	25123 	25123 	25123 	25123 	25123 	25123 	25123 
A,TOTAL,KM2,PL811	: m	5977 	5977 	5977 	5977 	5977 	5977 	5977 	5977 	5977 
A,TOTAL,KM2,PL812	: m	9291 	9291 	9291 	9291 	9291 	9291 	9291 	9291 	9291 
A,TOTAL,KM2,PL814	: m	4221 	4221 	4221 	4221 	4221 	4221 	4221 	4221 	4221 
A,TOTAL,KM2,PL815	: m	5634 	5634 	5634 	5634 	5634 	5634 	5634 	5634 	5634 
A,TOTAL,KM2,PL82	: m	17846 	17846 	17846 	17846 	17846 	17846 	17846 	17846 	17846 
A,TOTAL,KM2,PL821	: m	5537 	5537 	5537 	5537 	5537 	5537 	5537 	5537 	5537 
A,TOTAL,KM2,PL822	: m	4293 	4293 	4293 	4293 	4293 	4293 	4293 	4293 	4293 
A,TOTAL,KM2,PL823	: m	3551 	3551 	3551 	3551 	3551 	3551 	3551 	3551 	3551 
A,TOTAL,KM2,PL824	: m	4465 	4465 	4465 	4465 	4465 	4465 	4465 	4465 	4465 
A,TOTAL,KM2,PL84	: m	20187 	20187 	20187 	20187 	20187 	20187 	20187 	20187 	20187 
A,TOTAL,KM2,PL841	: m	5133 	5133 	5133 	5133 	5133 	5133 	5133 	5133 	5133 
A,TOTAL,KM2,PL842	: m	8817 	8817 	8817 	8817 	8817 	8817 	8817 	8817 	8817 
A,TOTAL,KM2,PL843	: m	6237 	6237 	6237 	6237 	6237 	6237 	6237 	6237 	6237 
A,TOTAL,KM2,PL9	: m	35559 	35559 	35559 	35559 	35559 	35559 	35559 	35559 	35559 
A,TOTAL,KM2,PL91	: m	6104 	6104 	6104 	6104 	6104 	6104 	6104 	6104 	6104 
A,TOTAL,KM2,PL911	: m	517 	517 	517 	517 	517 	517 	517 	517 	517 
A,TOTAL,KM2,PL912	: m	3124 	3124 	3124 	3124 	3124 	3124 	3124 	3124 	3124 
A,TOTAL,KM2,PL913	: m	2463 	2463 	2463 	2463 	2463 	2463 	2463 	2463 	2463 
A,TOTAL,KM2,PL92	: m	29455 	29455 	29455 	29455 	29455 	29455 	29455 	29455 	29455 
A,TOTAL,KM2,PL921	: m	5763 	5763 	5763 	5763 	5763 	5763 	5763 	5763 	5763 
A,TOTAL,KM2,PL922	: m	5255 	5255 	5255 	5255 	5255 	5255 	5255 	5255 	5255 
A,TOTAL,KM2,PL923	: m	3352 	3352 	3352 	3352 	3352 	3352 	3352 	3352 	3352 
A,TOTAL,KM2,PL924	: m	6505 	6505 	6505 	6505 	6505 	6505 	6505 	6505 	6505 
A,TOTAL,KM2,PL925	: m	6044 	6044 	6044 	6044 	6044 	6044 	6044 	6044 	6044 
A,TOTAL,KM2,PL926	: m	2536 	2536 	2536 	2536 	2536 	2536 	2536 	2536 	2536 
A,TOTAL,KM2,PT	92226 	92227 	92227 	92227 	92227 	92227 	92227 	92226 	92226 	92226 
A,TOTAL,KM2,PT1	89102 	89103 	89103 	89103 	89103 	89103 	89103 	89103 	89103 	89103 
A,TOTAL,KM2,PT11	21286 	21287 	21287 	21287 	21287 	21287 	21287 	21287 	21287 	21287 
A,TOTAL,KM2,PT111	2219 	2219 	2219 	2219 	2219 	2219 	2219 	2219 	2219 	2219 
A,TOTAL,KM2,PT112	1246 	1246 	1246 	1246 	1246 	1246 	1246 	1246 	1246 	1246 
A,TOTAL,KM2,PT119	1451 	1451 	1451 	1451 	1451 	1451 	1451 	1451 	1451 	1451 
A,TOTAL,KM2,PT11A	2041 	2041 	2041 	2041 	2041 	2041 	2041 	2041 	2041 	2041 
A,TOTAL,KM2,PT11B	2922 	2922 	2922 	2922 	2922 	2922 	2922 	2922 	2922 	2922 
A,TOTAL,KM2,PT11C	1832 	1832 	1832 	1832 	1832 	1832 	1832 	1832 	1832 	1832 
A,TOTAL,KM2,PT11D	4032 	4032 	4032 	4032 	4032 	4032 	4032 	4032 	4032 	4032 
A,TOTAL,KM2,PT11E	5544 	5544 	5544 	5544 	5544 	5544 	5544 	5544 	5544 	5544 
A,TOTAL,KM2,PT15	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 
A,TOTAL,KM2,PT150	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 	4997 
A,TOTAL,KM2,PT16	28199 	28200 	28200 	28200 	28200 	28200 	28200 	: m	: m	: m
A,TOTAL,KM2,PT16B	2220 	2220 	2220 	2220 	2220 	2220 	2220 	: m	: m	: m
A,TOTAL,KM2,PT16D	1693 	1693 	1693 	1693 	1693 	1693 	1693 	: m	: m	: m
A,TOTAL,KM2,PT16E	4336 	4336 	4336 	4336 	4336 	4336 	4336 	: m	: m	: m
A,TOTAL,KM2,PT16F	2449 	2449 	2449 	2449 	2449 	2449 	2449 	: m	: m	: m
A,TOTAL,KM2,PT16G	3238 	3238 	3238 	3238 	3238 	3238 	3238 	: m	: m	: m
A,TOTAL,KM2,PT16H	4615 	4615 	4615 	4615 	4615 	4615 	4615 	: m	: m	: m
A,TOTAL,KM2,PT16I	3344 	3344 	3344 	3344 	3344 	3344 	3344 	: m	: m	: m
A,TOTAL,KM2,PT16J	6305 	6305 	6305 	6305 	6305 	6305 	6305 	: m	: m	: m
A,TOTAL,KM2,PT17	3015 	3015 	3015 	3015 	3015 	3015 	3015 	: m	: m	: m
A,TOTAL,KM2,PT170	3015 	3015 	3015 	3015 	3015 	3015 	3015 	: m	: m	: m
A,TOTAL,KM2,PT18	31605 	31604 	31604 	31604 	31604 	31604 	31604 	: m	: m	: m
A,TOTAL,KM2,PT181	5309 	5309 	5309 	5309 	5309 	5309 	5309 	: m	: m	: m
A,TOTAL,KM2,PT184	8543 	8543 	8543 	8543 	8543 	8543 	8543 	: m	: m	: m
A,TOTAL,KM2,PT185	4275 	4275 	4275 	4275 	4275 	4275 	4275 	: m	: m	: m
A,TOTAL,KM2,PT186	6084 	6084 	6084 	6084 	6084 	6084 	6084 	: m	: m	: m
A,TOTAL,KM2,PT187	7393 	7393 	7393 	7393 	7393 	7393 	7393 	: m	: m	: m
A,TOTAL,KM2,PT19	: m	: m	: m	: m	: m	: m	: m	23274 	23274 	23274 
A,TOTAL,KM2,PT191	: m	: m	: m	: m	: m	: m	: m	1693 	1693 	1693 
A,TOTAL,KM2,PT192	: m	: m	: m	: m	: m	: m	: m	4336 	4336 	4336 
A,TOTAL,KM2,PT193	: m	: m	: m	: m	: m	: m	: m	2449 	2449 	2449 
A,TOTAL,KM2,PT194	: m	: m	: m	: m	: m	: m	: m	3238 	3238 	3238 
A,TOTAL,KM2,PT195	: m	: m	: m	: m	: m	: m	: m	5253 	5253 	5253 
A,TOTAL,KM2,PT196	: m	: m	: m	: m	: m	: m	: m	6305 	6305 	6305 
A,TOTAL,KM2,PT1A	: m	: m	: m	: m	: m	: m	: m	1390 	1390 	1390 
A,TOTAL,KM2,PT1A0	: m	: m	: m	: m	: m	: m	: m	1390 	1390 	1390 
A,TOTAL,KM2,PT1B	: m	: m	: m	: m	: m	: m	: m	1625 	1625 	1625 
A,TOTAL,KM2,PT1B0	: m	: m	: m	: m	: m	: m	: m	1625 	1625 	1625 
A,TOTAL,KM2,PT1C	: m	: m	: m	: m	: m	: m	: m	27329 	27329 	27329 
A,TOTAL,KM2,PT1C1	: m	: m	: m	: m	: m	: m	: m	5309 	5309 	5309 
A,TOTAL,KM2,PT1C2	: m	: m	: m	: m	: m	: m	: m	8543 	8543 	8543 
A,TOTAL,KM2,PT1C3	: m	: m	: m	: m	: m	: m	: m	6084 	6084 	6084 
A,TOTAL,KM2,PT1C4	: m	: m	: m	: m	: m	: m	: m	7393 	7393 	7393 
A,TOTAL,KM2,PT1D	: m	: m	: m	: m	: m	: m	: m	9201 	9201 	9201 
A,TOTAL,KM2,PT1D1	: m	: m	: m	: m	: m	: m	: m	2220 	2220 	2220 
A,TOTAL,KM2,PT1D2	: m	: m	: m	: m	: m	: m	: m	2706 	2706 	2706 
A,TOTAL,KM2,PT1D3	: m	: m	: m	: m	: m	: m	: m	4275 	4275 	4275 
A,TOTAL,KM2,PT2	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 
A,TOTAL,KM2,PT20	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 
A,TOTAL,KM2,PT200	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 	2322 
A,TOTAL,KM2,PT3	802 	802 	802 	802 	802 	802 	802 	801 	801 	801 
A,TOTAL,KM2,PT30	802 	802 	802 	802 	802 	802 	802 	801 	801 	801 
A,TOTAL,KM2,PT300	802 	802 	802 	802 	802 	802 	802 	801 	801 	801 
A,TOTAL,KM2,RO	238397 	238398 	238398 	238398 	238398 	238398 	238398 	238398 	238398 	238398 
A,TOTAL,KM2,RO1	68252 	68252 	68252 	68252 	68252 	68252 	68252 	68252 	68252 	68252 
A,TOTAL,KM2,RO11	34160 	34160 	34160 	34160 	34160 	34160 	34160 	34160 	34160 	34160 
A,TOTAL,KM2,RO111	7539 	7539 	7539 	7539 	7539 	7539 	7539 	7539 	7539 	7539 
A,TOTAL,KM2,RO112	5358 	5358 	5358 	5358 	5358 	5358 	5358 	5358 	5358 	5358 
A,TOTAL,KM2,RO113	6672 	6672 	6672 	6672 	6672 	6672 	6672 	6672 	6672 	6672 
A,TOTAL,KM2,RO114	6303 	6303 	6303 	6303 	6303 	6303 	6303 	6303 	6303 	6303 
A,TOTAL,KM2,RO115	4420 	4420 	4420 	4420 	4420 	4420 	4420 	4420 	4420 	4420 
A,TOTAL,KM2,RO116	3868 	3868 	3868 	3868 	3868 	3868 	3868 	3868 	3868 	3868 
A,TOTAL,KM2,RO12	34092 	34092 	34092 	34092 	34092 	34092 	34092 	34092 	34092 	34092 
A,TOTAL,KM2,RO121	6250 	6250 	6250 	6250 	6250 	6250 	6250 	6250 	6250 	6250 
A,TOTAL,KM2,RO122	5361 	5361 	5361 	5361 	5361 	5361 	5361 	5361 	5361 	5361 
A,TOTAL,KM2,RO123	3707 	3707 	3707 	3707 	3707 	3707 	3707 	3707 	3707 	3707 
A,TOTAL,KM2,RO124	6637 	6637 	6637 	6637 	6637 	6637 	6637 	6637 	6637 	6637 
A,TOTAL,KM2,RO125	6705 	6705 	6705 	6705 	6705 	6705 	6705 	6705 	6705 	6705 
A,TOTAL,KM2,RO126	5432 	5432 	5432 	5432 	5432 	5432 	5432 	5432 	5432 	5432 
A,TOTAL,KM2,RO2	72625 	72627 	72627 	72627 	72627 	72627 	72627 	72627 	72627 	72627 
A,TOTAL,KM2,RO21	36853 	36853 	36853 	36853 	36853 	36853 	36853 	36853 	36853 	36853 
A,TOTAL,KM2,RO211	6622 	6622 	6622 	6622 	6622 	6622 	6622 	6622 	6622 	6622 
A,TOTAL,KM2,RO212	4987 	4987 	4987 	4987 	4987 	4987 	4987 	4987 	4987 	4987 
A,TOTAL,KM2,RO213	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 
A,TOTAL,KM2,RO214	5897 	5897 	5897 	5897 	5897 	5897 	5897 	5897 	5897 	5897 
A,TOTAL,KM2,RO215	8553 	8553 	8553 	8553 	8553 	8553 	8553 	8553 	8553 	8553 
A,TOTAL,KM2,RO216	5317 	5317 	5317 	5317 	5317 	5317 	5317 	5317 	5317 	5317 
A,TOTAL,KM2,RO22	35772 	35774 	35774 	35774 	35774 	35774 	35774 	35774 	35774 	35774 
A,TOTAL,KM2,RO221	4766 	4766 	4766 	4766 	4766 	4766 	4766 	4766 	4766 	4766 
A,TOTAL,KM2,RO222	6101 	6101 	6101 	6101 	6101 	6101 	6101 	6101 	6101 	6101 
A,TOTAL,KM2,RO223	7104 	7104 	7104 	7104 	7104 	7104 	7104 	7104 	7104 	7104 
A,TOTAL,KM2,RO224	4465 	4465 	4465 	4465 	4465 	4465 	4465 	4465 	4465 	4465 
A,TOTAL,KM2,RO225	8484 	8484 	8484 	8484 	8484 	8484 	8484 	8484 	8484 	8484 
A,TOTAL,KM2,RO226	4854 	4854 	4854 	4854 	4854 	4854 	4854 	4854 	4854 	4854 
